strain,rep,treat.env,treat.bio,mixID,dilution,AA.mM,sucrose,timepoint,count,exp,validity,notes
Mk,3,constant,comp,Mg.Mk,50,2.105,50,288,332,comp2,YES,
Mg,4,constant,comp,Mg.Mk,50,2.105,50,288,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,50,288,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,10,288,128,comp2,YES,
Mg,1,constant,comp,Mr.Mg,50,2.105,10,288,0,comp2,YES,
Mr,2,constant,comp,Mr.Mg,50,2.105,10,288,116,comp2,YES,
Mg,2,constant,comp,Mr.Mg,50,2.105,10,288,0,comp2,YES,
Mr,3,constant,comp,Mr.Mg,50,2.105,10,288,100,comp2,YES,
Mg,3,constant,comp,Mr.Mg,50,2.105,10,288,0,comp2,YES,
Mr,4,constant,comp,Mr.Mg,50,2.105,10,288,72,comp2,YES,
Mg,4,constant,comp,Mr.Mg,50,2.105,10,288,0,comp2,YES,
Mr,1,constant,comp,Mr.Mg,50,2.105,30,288,216,comp2,YES,
Mg,1,constant,comp,Mr.Mg,50,2.105,30,288,0,comp2,YES,
Mr,2,constant,comp,Mr.Mg,50,2.105,30,288,388,comp2,YES,
Mg,2,constant,comp,Mr.Mg,50,2.105,30,288,0,comp2,YES,
Mr,3,constant,comp,Mr.Mg,50,2.105,30,288,216,comp2,YES,
Mg,3,constant,comp,Mr.Mg,50,2.105,30,288,0,comp2,YES,
Mr,4,constant,comp,Mr.Mg,50,2.105,30,288,272,comp2,YES,
Mg,4,constant,comp,Mr.Mg,50,2.105,30,288,0,comp2,YES,
Mr,1,constant,comp,Mr.Mg,50,2.105,50,288,204,comp2,YES,
Mg,1,constant,comp,Mr.Mg,50,2.105,50,288,0,comp2,YES,
Mr,2,constant,comp,Mr.Mg,50,2.105,50,288,280,comp2,YES,
Mg,2,constant,comp,Mr.Mg,50,2.105,50,288,0,comp2,YES,
Mr,3,constant,comp,Mr.Mg,50,2.105,50,288,352,comp2,YES,
Mg,3,constant,comp,Mr.Mg,50,2.105,50,288,0,comp2,YES,
Mr,4,constant,comp,Mr.Mg,50,2.105,50,288,264,comp2,YES,
Mg,4,constant,comp,Mr.Mg,50,2.105,50,288,0,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,10,288,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,10,288,124,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,10,288,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,10,288,26,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,10,288,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,10,288,88,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,10,288,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,10,288,52,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,30,288,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,30,288,616,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,30,288,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,30,288,1008,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,30,288,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,30,288,904,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,30,288,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,30,288,680,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,50,288,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,50,288,154,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,50,288,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,50,288,196,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,50,288,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,50,288,216,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,50,288,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,50,288,224,comp2,YES,
Mr,1,variable,comp,Mr.Sb,50,2.105,50,288,228,comp2,YES,
Sb,1,variable,comp,Mr.Sb,50,2.105,50,288,0,comp2,YES,
Mr,2,variable,comp,Mr.Sb,50,2.105,50,288,212,comp2,YES,
Sb,2,variable,comp,Mr.Sb,50,2.105,50,288,0,comp2,YES,
Mr,3,variable,comp,Mr.Sb,50,2.105,50,288,116,comp2,YES,
Sb,3,variable,comp,Mr.Sb,50,2.105,50,288,0,comp2,YES,
Mr,4,variable,comp,Mr.Sb,50,2.105,50,288,164,comp2,YES,
Sb,4,variable,comp,Mr.Sb,50,2.105,50,288,0,comp2,YES,
Mg,1,variable,comp,Mg.Mk,50,2.105,50,288,0,comp2,YES,
Mk,1,variable,comp,Mg.Mk,50,2.105,50,288,31,comp2,YES,
Mg,2,variable,comp,Mg.Mk,50,2.105,50,288,0,comp2,YES,
Mk,2,variable,comp,Mg.Mk,50,2.105,50,288,74,comp2,YES,
Mg,3,variable,comp,Mg.Mk,50,2.105,50,288,0,comp2,YES,
Mk,3,variable,comp,Mg.Mk,50,2.105,50,288,5,comp2,YES,
Mg,4,variable,comp,Mg.Mk,50,2.105,50,288,0,comp2,YES,
Mk,4,variable,comp,Mg.Mk,50,2.105,50,288,25,comp2,YES,
Mr,1,variable,mono,Mr,50,2.105,50,288,212,comp2,YES,
Mr,2,variable,mono,Mr,50,2.105,50,288,292,comp2,YES,
Mr,3,variable,mono,Mr,50,2.105,50,288,276,comp2,YES,
Mr,4,variable,mono,Mr,50,2.105,50,288,440,comp2,YES,
Mr,1,variable,comp,Mr.Mg,50,2.105,50,288,124,comp2,YES,
Mg,1,variable,comp,Mr.Mg,50,2.105,50,288,0,comp2,YES,
Mr,2,variable,comp,Mr.Mg,50,2.105,50,288,188,comp2,YES,
Mg,2,variable,comp,Mr.Mg,50,2.105,50,288,0,comp2,YES,
Mr,3,variable,comp,Mr.Mg,50,2.105,50,288,152,comp2,YES,
Mg,3,variable,comp,Mr.Mg,50,2.105,50,288,0,comp2,YES,
Mr,4,variable,comp,Mr.Mg,50,2.105,50,288,200,comp2,YES,
Mg,4,variable,comp,Mr.Mg,50,2.105,50,288,0,comp2,YES,
Mk,1,variable,comp,Mk.Sb,50,2.105,50,288,16,comp2,YES,
Sb,1,variable,comp,Mk.Sb,50,2.105,50,288,0,comp2,YES,
Mk,2,variable,comp,Mk.Sb,50,2.105,50,288,10,comp2,YES,
Sb,2,variable,comp,Mk.Sb,50,2.105,50,288,0,comp2,YES,
Mk,3,variable,comp,Mk.Sb,50,2.105,50,288,35,comp2,YES,
Sb,3,variable,comp,Mk.Sb,50,2.105,50,288,0,comp2,YES,
Mk,4,variable,comp,Mk.Sb,50,2.105,50,288,38,comp2,YES,
Sb,4,variable,comp,Mk.Sb,50,2.105,50,288,0,comp2,YES,
Mk,1,variable,mono,Mk,50,2.105,50,288,90,comp2,YES,
Mk,2,variable,mono,Mk,50,2.105,50,288,38,comp2,YES,
Mk,3,variable,mono,Mk,50,2.105,50,288,108,comp2,YES,
Mk,4,variable,mono,Mk,50,2.105,50,288,3,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,10,336,240,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,10,336,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,10,336,352,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,10,336,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,10,336,144,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,10,336,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,10,336,132,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,10,336,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,30,336,424,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,30,336,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,30,336,672,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,30,336,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,30,336,688,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,30,336,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,30,336,440,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,30,336,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,50,336,616,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,50,336,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,50,336,600,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,50,336,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,50,336,640,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,50,336,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,50,336,888,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,50,336,0,comp2,YES,
Mg,1,constant,comp,Mg.Mk,50,2.105,10,336,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,10,336,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,10,336,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,10,336,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,10,336,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,10,336,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,10,336,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,10,336,,comp2,NO,
Mg,1,constant,comp,Mg.Mk,50,2.105,30,336,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,30,336,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,30,336,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,30,336,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,30,336,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,30,336,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,30,336,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,30,336,,comp2,NO,
Mg,1,constant,comp,Mg.Mk,50,2.105,50,336,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,50,336,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,50,336,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,50,336,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,50,336,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,50,336,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,50,336,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,50,336,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,10,336,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,10,336,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,10,336,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,10,336,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,10,336,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,10,336,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,10,336,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,10,336,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,30,336,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,30,336,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,30,336,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,30,336,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,30,336,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,30,336,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,30,336,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,30,336,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,50,336,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,50,336,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,50,336,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,50,336,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,50,336,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,50,336,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,50,336,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,50,336,,comp2,NO,
Sb,1,constant,comp,Mk.Sb,50,2.105,10,336,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,10,336,146,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,10,336,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,10,336,148,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,10,336,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,10,336,134,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,10,336,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,10,336,116,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,30,336,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,30,336,688,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,30,336,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,30,336,640,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,30,336,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,30,336,544,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,30,336,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,30,336,584,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,50,336,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,50,336,134,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,50,336,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,50,336,408,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,50,336,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,50,336,340,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,50,336,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,50,336,94,comp2,YES,
Mr,1,variable,comp,Mr.Sb,50,2.105,10,336,616,comp2,YES,
Sb,1,variable,comp,Mr.Sb,50,2.105,10,336,0,comp2,YES,
Mr,2,variable,comp,Mr.Sb,50,2.105,10,336,86,comp2,YES,
Sb,2,variable,comp,Mr.Sb,50,2.105,10,336,0,comp2,YES,
Mr,3,variable,comp,Mr.Sb,50,2.105,10,336,29,comp2,YES,
Sb,3,variable,comp,Mr.Sb,50,2.105,10,336,0,comp2,YES,
Mr,4,variable,comp,Mr.Sb,50,2.105,10,336,72,comp2,YES,
Sb,4,variable,comp,Mr.Sb,50,2.105,10,336,0,comp2,YES,
Mg,1,variable,comp,Mg.Mk,50,2.105,10,336,,comp2,NO,
Mk,1,variable,comp,Mg.Mk,50,2.105,10,336,,comp2,NO,
Mg,2,variable,comp,Mg.Mk,50,2.105,10,336,,comp2,NO,
Mk,2,variable,comp,Mg.Mk,50,2.105,10,336,,comp2,NO,
Mg,3,variable,comp,Mg.Mk,50,2.105,10,336,,comp2,NO,
Mk,3,variable,comp,Mg.Mk,50,2.105,10,336,,comp2,NO,
Mg,4,variable,comp,Mg.Mk,50,2.105,10,336,,comp2,NO,
Mk,4,variable,comp,Mg.Mk,50,2.105,10,336,,comp2,NO,
Mr,1,variable,mono,Mr,50,2.105,10,336,21,comp2,YES,
Mr,2,variable,mono,Mr,50,2.105,10,336,27,comp2,YES,
Mr,3,variable,mono,Mr,50,2.105,10,336,68,comp2,YES,
Mr,4,variable,mono,Mr,50,2.105,10,336,31,comp2,YES,
Mr,1,variable,comp,Mr.Mg,50,2.105,10,336,,comp2,NO,
Mg,1,variable,comp,Mr.Mg,50,2.105,10,336,,comp2,NO,
Mr,2,variable,comp,Mr.Mg,50,2.105,10,336,,comp2,NO,
Mg,2,variable,comp,Mr.Mg,50,2.105,10,336,,comp2,NO,
Mr,3,variable,comp,Mr.Mg,50,2.105,10,336,,comp2,NO,
Mg,3,variable,comp,Mr.Mg,50,2.105,10,336,,comp2,NO,
Mr,4,variable,comp,Mr.Mg,50,2.105,10,336,,comp2,NO,
Mg,4,variable,comp,Mr.Mg,50,2.105,10,336,,comp2,NO,
Mk,1,variable,comp,Mk.Sb,50,2.105,10,336,34,comp2,YES,
Sb,1,variable,comp,Mk.Sb,50,2.105,10,336,0,comp2,YES,
Mk,2,variable,comp,Mk.Sb,50,2.105,10,336,23,comp2,YES,
Sb,2,variable,comp,Mk.Sb,50,2.105,10,336,0,comp2,YES,
Mk,3,variable,comp,Mk.Sb,50,2.105,10,336,21,comp2,YES,
Sb,3,variable,comp,Mk.Sb,50,2.105,10,336,0,comp2,YES,
Mk,4,variable,comp,Mk.Sb,50,2.105,10,336,35,comp2,YES,
Sb,4,variable,comp,Mk.Sb,50,2.105,10,336,0,comp2,YES,
Mk,1,variable,mono,Mk,50,2.105,10,336,16,comp2,YES,
Mk,2,variable,mono,Mk,50,2.105,10,336,15,comp2,YES,
Mk,3,variable,mono,Mk,50,2.105,10,336,11,comp2,YES,
Mk,4,variable,mono,Mk,50,2.105,10,336,41,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,10,384,148,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,10,384,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,10,384,97,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,10,384,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,10,384,125,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,10,384,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,10,384,193,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,10,384,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,30,384,328,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,30,384,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,30,384,392,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,30,384,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,30,384,580,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,30,384,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,30,384,476,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,30,384,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,50,384,800,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,50,384,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,50,384,704,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,50,384,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,50,384,616,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,50,384,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,50,384,896,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,50,384,0,comp2,YES,
Mg,1,constant,comp,Mg.Mk,50,2.105,10,384,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,10,384,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,10,384,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,10,384,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,10,384,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,10,384,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,10,384,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,10,384,,comp2,NO,
Mg,1,constant,comp,Mg.Mk,50,2.105,30,384,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,30,384,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,30,384,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,30,384,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,30,384,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,30,384,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,30,384,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,30,384,,comp2,NO,
Mg,1,constant,comp,Mg.Mk,50,2.105,50,384,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,50,384,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,50,384,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,50,384,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,50,384,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,50,384,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,50,384,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,50,384,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,10,384,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,10,384,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,10,384,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,10,384,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,10,384,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,10,384,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,10,384,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,10,384,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,30,384,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,30,384,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,30,384,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,30,384,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,30,384,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,30,384,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,30,384,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,30,384,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,50,384,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,50,384,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,50,384,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,50,384,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,50,384,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,50,384,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,50,384,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,50,384,,comp2,NO,
Sb,1,constant,comp,Mk.Sb,50,2.105,10,384,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,10,384,122,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,10,384,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,10,384,116,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,10,384,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,10,384,94,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,10,384,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,10,384,94,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,30,384,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,30,384,960,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,30,384,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,30,384,736,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,30,384,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,30,384,1104,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,30,384,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,30,384,960,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,50,384,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,50,384,376,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,50,384,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,50,384,848,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,50,384,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,50,384,512,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,50,384,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,50,384,296,comp2,YES,
Mr,1,variable,comp,Mr.Sb,50,2.105,50,384,372,comp2,YES,
Sb,1,variable,comp,Mr.Sb,50,2.105,50,384,0,comp2,YES,
Mr,2,variable,comp,Mr.Sb,50,2.105,50,384,616,comp2,YES,
Sb,2,variable,comp,Mr.Sb,50,2.105,50,384,0,comp2,YES,
Mr,3,variable,comp,Mr.Sb,50,2.105,50,384,508,comp2,YES,
Sb,3,variable,comp,Mr.Sb,50,2.105,50,384,0,comp2,YES,
Mr,4,variable,comp,Mr.Sb,50,2.105,50,384,484,comp2,YES,
Sb,4,variable,comp,Mr.Sb,50,2.105,50,384,0,comp2,YES,
Mg,1,variable,comp,Mg.Mk,50,2.105,50,384,,comp2,NO,
Mk,1,variable,comp,Mg.Mk,50,2.105,50,384,,comp2,NO,
Mg,2,variable,comp,Mg.Mk,50,2.105,50,384,,comp2,NO,
Mk,2,variable,comp,Mg.Mk,50,2.105,50,384,,comp2,NO,
Mg,3,variable,comp,Mg.Mk,50,2.105,50,384,,comp2,NO,
Mk,3,variable,comp,Mg.Mk,50,2.105,50,384,,comp2,NO,
Mg,4,variable,comp,Mg.Mk,50,2.105,50,384,,comp2,NO,
Mk,4,variable,comp,Mg.Mk,50,2.105,50,384,,comp2,NO,
Mr,1,variable,mono,Mr,50,2.105,50,384,464,comp2,YES,
Mr,2,variable,mono,Mr,50,2.105,50,384,672,comp2,YES,
Mr,3,variable,mono,Mr,50,2.105,50,384,544,comp2,YES,
Mr,4,variable,mono,Mr,50,2.105,50,384,752,comp2,YES,
Mr,1,variable,comp,Mr.Mg,50,2.105,50,384,,comp2,NO,
Mg,1,variable,comp,Mr.Mg,50,2.105,50,384,,comp2,NO,
Mr,2,variable,comp,Mr.Mg,50,2.105,50,384,,comp2,NO,
Mg,2,variable,comp,Mr.Mg,50,2.105,50,384,,comp2,NO,
Mr,3,variable,comp,Mr.Mg,50,2.105,50,384,,comp2,NO,
Mg,3,variable,comp,Mr.Mg,50,2.105,50,384,,comp2,NO,
Mr,4,variable,comp,Mr.Mg,50,2.105,50,384,,comp2,NO,
Mg,4,variable,comp,Mr.Mg,50,2.105,50,384,,comp2,NO,
Mk,1,variable,comp,Mk.Sb,50,2.105,50,384,21,comp2,YES,
Sb,1,variable,comp,Mk.Sb,50,2.105,50,384,0,comp2,YES,
